clip_id,categories,duration,youtube_id
MGvWxLuUrjs.9,['Autos & Vehicles'],"['00:01:15.920', '00:01:29.549']",MGvWxLuUrjs
YrizFz-bgX0.51,['Education'],"['00:09:38.300', '00:10:07.170']",YrizFz-bgX0
LNXmY18MeyM.13,['Entertainment'],"['00:02:20.860', '00:02:35.650']",LNXmY18MeyM
KmpRtzl2eq0.25,['People & Blogs'],"['00:04:45.520', '00:05:00.160']",KmpRtzl2eq0
_CcpXHfmLxw.80,['Entertainment'],"['00:11:46.260', '00:12:08.370']",_CcpXHfmLxw
HOlzWYTUIL0.12,['Gaming'],"['00:02:11.160', '00:02:31.640']",HOlzWYTUIL0
FlVc8DdMq_g.2,['Entertainment'],"['00:00:51.400', '00:01:03.640']",FlVc8DdMq_g
I5WVzKmCGlE.2,['Sports'],"['00:00:39.210', '00:00:55.170']",I5WVzKmCGlE
4mr_nYUgH3Q.3,['Entertainment'],"['00:00:33.110', '00:00:44.070']",4mr_nYUgH3Q
fP9Kka0XKQM.16,['Entertainment'],"['00:02:45.840', '00:02:58.590']",fP9Kka0XKQM
NlKVYUVtNxc.3,['Film & Animation'],"['00:00:45.030', '00:01:04.140']",NlKVYUVtNxc
inc6cslffm0.29,['Travel & Events'],"['00:06:17.680', '00:06:36.470']",inc6cslffm0
YbvXtEVmbNk.76,['Science & Technology'],"['00:13:28.750', '00:13:39.220']",YbvXtEVmbNk
fa2uFP5bmNM.4,['Howto & Style'],"['00:01:04.019', '00:01:20.070']",fa2uFP5bmNM
61tGQt1dk_4.1,['Film & Animation'],"['00:00:06.560', '00:00:25.840']",61tGQt1dk_4
egjmmxR7kZs.42,['Sports'],"['00:07:54.800', '00:08:07.659']",egjmmxR7kZs
kpqqPiF_-1w.5,['Sports'],"['00:01:04.629', '00:01:32.890']",kpqqPiF_-1w
8m3awzBxWpQ.20,['Entertainment'],"['00:03:03.210', '00:03:22.770']",8m3awzBxWpQ
Z0eCuhAykSI.7,['Travel & Events'],"['00:00:48.720', '00:01:06.479']",Z0eCuhAykSI
2O5A7K-b4Vg.4,['Entertainment'],"['00:01:11.610', '00:01:28.710']",2O5A7K-b4Vg
NdpuSuJZ4eg.36,['Science & Technology'],"['00:07:20.979', '00:07:41.670']",NdpuSuJZ4eg
TPSP1ce_Pqs.3,['Sports'],"['00:00:26.550', '00:00:38.040']",TPSP1ce_Pqs
2rO9S4Jb9b4.11,['Science & Technology'],"['00:01:26.740', '00:01:47.880']",2rO9S4Jb9b4
YnqUXPn2440.4,['News & Politics'],"['00:00:53.160', '00:01:10.229']",YnqUXPn2440
H8LrrmX5Tks.14,['News & Politics'],"['00:04:54.199', '00:05:31.729']",H8LrrmX5Tks
8U7xDItXoT4.7,['Autos & Vehicles'],"['00:01:22.259', '00:01:35.340']",8U7xDItXoT4
icBG4FchaQ0.37,['Comedy'],"['00:07:05.640', '00:07:22.200']",icBG4FchaQ0
8GwvpFEenew.15,['Film & Animation'],"['00:02:20.430', '00:02:33.959']",8GwvpFEenew
2-2GbiNNuac.2,['News & Politics'],"['00:00:19.500', '00:00:30.480']",2-2GbiNNuac
1kRhYcuUgCg.17,['Entertainment'],"['00:02:59.500', '00:03:24.560']",1kRhYcuUgCg
LYLtJXlO1vA.1,['Entertainment'],"['00:00:11.400', '00:00:24.900']",LYLtJXlO1vA
hRkITdOGMVg.5,['News & Politics'],"['00:00:48.210', '00:01:03.719']",hRkITdOGMVg
CP2IMmrf-Ds.2,['Sports'],"['00:00:25.949', '00:00:49.079']",CP2IMmrf-Ds
h5eemXSFqNk.36,['Education'],"['00:05:37.880', '00:05:51.110']",h5eemXSFqNk
4k0qHE6RRYc.24,['Sports'],"['00:05:01.980', '00:05:16.260']",4k0qHE6RRYc
WoaNjwjWnt4.14,['Pets & Animals'],"['00:02:29.680', '00:02:44.560']",WoaNjwjWnt4
K63maMg4KIM.2,['Howto & Style'],"['00:00:33.940', '00:01:01.500']",K63maMg4KIM
KXMG7mkto3o.43,['Howto & Style'],"['00:08:12.890', '00:08:27.560']",KXMG7mkto3o
1pxOTA8_Tx8.1,['Sports'],"['00:00:08.849', '00:00:24.660']",1pxOTA8_Tx8
Iy9RUkUdCQY.20,['Gaming'],"['00:03:40.659', '00:03:56.030']",Iy9RUkUdCQY
8nNDn4mAv6w.4,['Gaming'],"['00:01:04.280', '00:01:20.420']",8nNDn4mAv6w
0jA3CZ1GaHk.44,['Education'],"['00:08:36.829', '00:08:52.990']",0jA3CZ1GaHk
hHBJFzj6AbI.3,['News & Politics'],"['00:00:20.490', '00:00:32.820']",hHBJFzj6AbI
5bi90BRedXE.12,['Education'],"['00:01:45.500', '00:02:00.790']",5bi90BRedXE
8j09fhZRKac.27,['Entertainment'],"['00:03:15.240', '00:03:25.380']",8j09fhZRKac
BqvVvWoi0Bw.9,['Sports'],"['00:01:22.280', '00:01:44.570']",BqvVvWoi0Bw
0Jb9GkwCKDo.2,['People & Blogs'],"['00:00:12.960', '00:00:24.449']",0Jb9GkwCKDo
IBbKIiNqjoQ.35,['Entertainment'],"['00:06:17.730', '00:06:31.950']",IBbKIiNqjoQ
O4z7MGjL_TM.3,['People & Blogs'],"['00:00:36.050', '00:00:48.110']",O4z7MGjL_TM
0PgYcC1zsUI.4,['Howto & Style'],"['00:01:52.410', '00:02:18.630']",0PgYcC1zsUI
FpjdIIAc1HY.7,['Entertainment'],"['00:01:00.080', '00:01:14.350']",FpjdIIAc1HY
l2l5sBLhUCY.10,['Comedy'],"['00:01:17.960', '00:01:29.540']",l2l5sBLhUCY
MW9g8aMdmio.54,['Film & Animation'],"['00:09:25.750', '00:09:38.500']",MW9g8aMdmio
-yOjYmU4rHA.63,['Entertainment'],"['00:10:47.930', '00:11:05.120']",-yOjYmU4rHA
8WH7T4b9l2g.32,['Howto & Style'],"['00:06:30.320', '00:07:03.440']",8WH7T4b9l2g
6mHAjgXMyy8.2,['News & Politics'],"['00:00:19.590', '00:00:32.309']",6mHAjgXMyy8
hW5fT8Ic7vo.2,['Sports'],"['00:00:24.449', '00:00:38.940']",hW5fT8Ic7vo
Yno1THdiCqs.45,['Entertainment'],"['00:08:55.950', '00:09:30.420']",Yno1THdiCqs
BoFGd2zPvpA.11,['Entertainment'],"['00:01:38.800', '00:01:54.020']",BoFGd2zPvpA
OCtmFoDAidg.9,['Autos & Vehicles'],"['00:02:55.299', '00:03:32.280']",OCtmFoDAidg
BxIa4XrHh4Q.17,['Sports'],"['00:06:01.589', '00:06:18.840']",BxIa4XrHh4Q
7UyiquTUJYk.4,['Science & Technology'],"['00:00:52.379', '00:01:03.949']",7UyiquTUJYk
ecMNUNh2PoQ.2,['People & Blogs'],"['00:00:21.210', '00:00:37.920']",ecMNUNh2PoQ
JOU-zvC5L50.38,['Sports'],"['00:06:41.210', '00:06:56.300']",JOU-zvC5L50
f32Mcf5ziZg.14,['Entertainment'],"['00:02:27.430', '00:02:42.850']",f32Mcf5ziZg
0yjLKLAZOaI.23,['Howto & Style'],"['00:04:38.650', '00:04:52.210']",0yjLKLAZOaI
PzbLE3GTI3o.1,['Film & Animation'],"['00:00:11.940', '00:00:28.330']",PzbLE3GTI3o
7DiWMvb2ei0.1,['Science & Technology'],"['00:00:07.010', '00:00:25.320']",7DiWMvb2ei0
dsM8vEuwYsk.45,['Film & Animation'],"['00:05:58.810', '00:06:09.159']",dsM8vEuwYsk
ixqwQKCaOPY.2,['News & Politics'],"['00:00:40.640', '00:00:58.710']",ixqwQKCaOPY
Jukc0g2LBZM.63,['Science & Technology'],"['00:09:33.770', '00:09:45.839']",Jukc0g2LBZM
YgVuIUmB5gk.17,['Sports'],"['00:02:28.980', '00:03:02.190']",YgVuIUmB5gk
CQyY9PK_l9c.16,['People & Blogs'],"['00:02:51.140', '00:03:09.200']",CQyY9PK_l9c
0jtyTZOdAGM.10,['Pets & Animals'],"['00:01:52.110', '00:02:07.770']",0jtyTZOdAGM
BlnqD0CGLkE.4,['Autos & Vehicles'],"['00:01:12.850', '00:01:26.750']",BlnqD0CGLkE
2wt1nRYKv_g.2,['Film & Animation'],"['00:00:27.449', '00:00:46.649']",2wt1nRYKv_g
pKZv4pXK15A.1,['Film & Animation'],"['00:00:07.560', '00:00:18.160']",pKZv4pXK15A
oyGegQCci8o.2,['Travel & Events'],"['00:00:18.119', '00:00:32.460']",oyGegQCci8o
FQ_qpeVFK2M.7,['News & Politics'],"['00:01:11.850', '00:01:33.720']",FQ_qpeVFK2M
iYVQscSbNUY.9,['Entertainment'],"['00:01:14.520', '00:01:26.040']",iYVQscSbNUY
FvrvYzeLqEU.37,['Film & Animation'],"['00:07:21.390', '00:07:32.850']",FvrvYzeLqEU
O2u8xRiFtnY.2,['Film & Animation'],"['00:00:22.260', '00:00:40.610']",O2u8xRiFtnY
f1JIJe9vwP8.15,['Howto & Style'],"['00:03:07.830', '00:03:26.940']",f1JIJe9vwP8
BmuZ6AzYyoY.36,['Entertainment'],"['00:07:40.110', '00:07:54.580']",BmuZ6AzYyoY
4R7xoVtxxhA.4,['People & Blogs'],"['00:00:34.020', '00:00:56.789']",4R7xoVtxxhA
8X0cfyIb5WI.8,['Autos & Vehicles'],"['00:01:39.190', '00:01:55.509']",8X0cfyIb5WI
fGh2otNCtZQ.40,['Entertainment'],"['00:06:13.780', '00:06:40.850']",fGh2otNCtZQ
EdJZqUBsiNw.32,['People & Blogs'],"['00:06:54.999', '00:07:21.460']",EdJZqUBsiNw
d9EfhDqfyqo.2,['Entertainment'],"['00:00:54.949', '00:01:16.290']",d9EfhDqfyqo
JyNaiFWR7BE.19,['Entertainment'],"['00:03:06.290', '00:03:19.880']",JyNaiFWR7BE
WjIPBFC8uyg.10,['Music'],"['00:01:51.149', '00:02:09.360']",WjIPBFC8uyg
eco-0p4sIrg.8,['Education'],"['00:01:29.159', '00:01:40.920']",eco-0p4sIrg
YdsMQD0D9Nk.6,['People & Blogs'],"['00:01:12.689', '00:01:41.130']",YdsMQD0D9Nk
34c16cRloZw.7,['Pets & Animals'],"['00:01:40.070', '00:01:51.080']",34c16cRloZw
TMHMfFQAaJ4.1,['News & Politics'],"['00:00:07.529', '00:00:27.660']",TMHMfFQAaJ4
Lw-lMRDkarE.4,['Education'],"['00:00:53.440', '00:01:10.990']",Lw-lMRDkarE
M7yA6HqhTtE.4,['Science & Technology'],"['00:00:41.730', '00:00:59.670']",M7yA6HqhTtE
IF02TK06KsE.26,['News & Politics'],"['00:03:54.030', '00:04:06.180']",IF02TK06KsE
JbDZblBpVeY.24,['Film & Animation'],"['00:05:08.889', '00:05:31.330']",JbDZblBpVeY
iiTxDbZqtVc.21,['Autos & Vehicles'],"['00:05:10.260', '00:05:37.530']",iiTxDbZqtVc
JZVWkjFGCBI.49,['Entertainment'],"['00:10:50.270', '00:11:08.000']",JZVWkjFGCBI
4EURHiEqlIU.4,['Autos & Vehicles'],"['00:00:54.820', '00:01:18.770']",4EURHiEqlIU
2iCIfXgN6Hg.20,['Pets & Animals'],"['00:04:41.780', '00:05:10.610']",2iCIfXgN6Hg
NreBq94tmuk.6,['Sports'],"['00:00:58.469', '00:01:10.200']",NreBq94tmuk
ChAB57hIiO4.8,['News & Politics'],"['00:00:59.699', '00:01:15.299']",ChAB57hIiO4
6-X80_8prQQ.15,['Film & Animation'],"['00:02:38.940', '00:02:51.600']",6-X80_8prQQ
Lh8kCd4xaiA.67,['Film & Animation'],"['00:11:38.570', '00:11:51.560']",Lh8kCd4xaiA
LidE3Kx6WM0.24,['Sports'],"['00:06:38.910', '00:06:52.860']",LidE3Kx6WM0
MQ044O9yuE4.8,['Education'],"['00:01:10.470', '00:01:32.189']",MQ044O9yuE4
-ga_tG7PI64.2,['Gaming'],"['00:00:40.640', '00:00:58.219']",-ga_tG7PI64
6yesZTgsEd4.1,['People & Blogs'],"['00:00:31.910', '00:00:46.879']",6yesZTgsEd4
Io6St6pslpo.13,['Autos & Vehicles'],"['00:02:44.380', '00:02:59.410']",Io6St6pslpo
GZY2Zi5gQ7E.24,['Comedy'],"['00:04:25.610', '00:04:40.880']",GZY2Zi5gQ7E
K1XBKq4k9QA.6,['People & Blogs'],"['00:00:49.489', '00:01:07.979']",K1XBKq4k9QA
0CCEEtqjips.52,['Comedy'],"['00:09:45.470', '00:10:06.120']",0CCEEtqjips
IO5cLA9TrMs.5,['Science & Technology'],"['00:00:57.210', '00:01:24.240']",IO5cLA9TrMs
-yOjYmU4rHA.41,['Entertainment'],"['00:07:17.510', '00:07:32.210']",-yOjYmU4rHA
grPn4f7qhFI.8,['Comedy'],"['00:01:27.320', '00:01:46.320']",grPn4f7qhFI
gZLkE3SFx3c.30,['Howto & Style'],"['00:05:54.640', '00:06:11.000']",gZLkE3SFx3c
PfJOU27Bois.10,['Film & Animation'],"['00:01:52.110', '00:02:09.840']",PfJOU27Bois
MqwwaWmm3uE.10,['Sports'],"['00:02:45.609', '00:03:23.680']",MqwwaWmm3uE
2MrR9CFQ1Yo.2,['Entertainment'],"['00:00:15.780', '00:00:34.960']",2MrR9CFQ1Yo
jJE_eLn2OHI.17,['Film & Animation'],"['00:03:42.800', '00:03:59.270']",jJE_eLn2OHI
NvKdaD8M2Es.6,['Gaming'],"['00:00:44.760', '00:01:11.110']",NvKdaD8M2Es
dgtT0WEerjQ.7,['Howto & Style'],"['00:01:27.130', '00:01:40.390']",dgtT0WEerjQ
hVR8BIvoPcs.4,['Entertainment'],"['00:01:00.050', '00:01:18.770']",hVR8BIvoPcs
-hYRrCQICts.7,['Autos & Vehicles'],"['00:01:30.570', '00:01:42.320']",-hYRrCQICts
IZ7O6U3cMlQ.16,['Entertainment'],"['00:02:21.560', '00:02:33.170']",IZ7O6U3cMlQ
Bv3kVJ0b2o0.1,['News & Politics'],"['00:00:05.790', '00:00:25.529']",Bv3kVJ0b2o0
HsGJ3C20KmQ.19,['News & Politics'],"['00:03:32.349', '00:03:42.760']",HsGJ3C20KmQ
_MwCMo7t3ps.16,['Film & Animation'],"['00:02:25.329', '00:02:39.730']",_MwCMo7t3ps
IAYHNGTJc3E.3,['Autos & Vehicles'],"['00:00:28.099', '00:01:06.250']",IAYHNGTJc3E
6MQCs2sVX5A.7,['News & Politics'],"['00:01:18.210', '00:01:36.000']",6MQCs2sVX5A
KzyZ3yQGNjM.6,['Entertainment'],"['00:00:51.270', '00:01:09.130']",KzyZ3yQGNjM
crZTpPNHVmk.9,['Travel & Events'],"['00:01:20.260', '00:01:31.240']",crZTpPNHVmk
diTHv6m9EKo.70,['Sports'],"['00:15:14.020', '00:15:30.990']",diTHv6m9EKo
W_Fo6Z7IpEk.2,['Sports'],"['00:00:39.640', '00:00:56.980']",W_Fo6Z7IpEk
LgA3eaVskUk.4,['Autos & Vehicles'],"['00:01:33.250', '00:01:56.690']",LgA3eaVskUk
6eFAgnFmHUE.43,['Entertainment'],"['00:08:26.879', '00:08:48.959']",6eFAgnFmHUE
_a9WuFNWbmk.6,['Sports'],"['00:01:05.269', '00:01:22.490']",_a9WuFNWbmk
WaYvYysQvBU.1,['Science & Technology'],"['00:00:23.539', '00:00:54.970']",WaYvYysQvBU
esZZF1QJKrU.11,['Film & Animation'],"['00:01:45.990', '00:02:02.689']",esZZF1QJKrU
GrkgX9mduFA.1,['People & Blogs'],"['00:00:09.769', '00:00:22.710']",GrkgX9mduFA
Cxp2y_jaC98.47,['Travel & Events'],"['00:06:12.940', '00:06:28.260']",Cxp2y_jaC98
0v_5TXVSER0.4,['Travel & Events'],"['00:00:39.520', '00:00:52.079']",0v_5TXVSER0
Psrbnuc_K6E.13,['Film & Animation'],"['00:04:06.020', '00:04:36.490']",Psrbnuc_K6E
_Kf4kQ19ZC4.1,['News & Politics'],"['00:00:08.970', '00:00:22.529']",_Kf4kQ19ZC4
48tmFORnHnw.12,['Entertainment'],"['00:01:32.240', '00:01:49.439']",48tmFORnHnw
ELzdnkq3Ntk.19,['Film & Animation'],"['00:04:13.019', '00:04:24.539']",ELzdnkq3Ntk
EA9qqsNHao4.1,['Sports'],"['00:00:08.429', '00:00:31.980']",EA9qqsNHao4
ISpLqLxmIxw.9,['Entertainment'],"['00:01:26.590', '00:01:44.050']",ISpLqLxmIxw
5tvCbi_EzjY.22,['Science & Technology'],"['00:04:15.330', '00:04:28.800']",5tvCbi_EzjY
C1hkXLvFlmw.49,['Howto & Style'],"['00:06:43.419', '00:06:56.140']",C1hkXLvFlmw
455KMvhyfMM.12,['Howto & Style'],"['00:01:57.790', '00:02:12.670']",455KMvhyfMM
DRjXSehDQvA.2,['Sports'],"['00:00:20.429', '00:00:36.719']",DRjXSehDQvA
o4BZJSmzyjc.1,['Sports'],"['00:00:09.710', '00:00:33.760']",o4BZJSmzyjc
cx1CCZ1W0IM.3,['Travel & Events'],"['00:01:12.530', '00:01:25.390']",cx1CCZ1W0IM
Nq1clRAa6Ms.10,['Autos & Vehicles'],"['00:02:09.479', '00:02:35.580']",Nq1clRAa6Ms
Ksh4CJkq0xM.7,['Sports'],"['00:01:37.450', '00:01:56.770']",Ksh4CJkq0xM
JqqGu0aclQc.39,['Entertainment'],"['00:06:06.810', '00:06:26.790']",JqqGu0aclQc
KegpELZrnHk.44,['Education'],"['00:08:23.190', '00:08:45.690']",KegpELZrnHk
0aQEN6gWQMY.9,['News & Politics'],"['00:02:00.329', '00:02:14.790']",0aQEN6gWQMY
h8osLNUlavM.14,['Education'],"['00:01:44.990', '00:01:58.659']",h8osLNUlavM
h5y0MgQhK_w.70,['Film & Animation'],"['00:11:36.710', '00:11:47.210']",h5y0MgQhK_w
_-8CxcfLZq4.8,['Howto & Style'],"['00:01:51.040', '00:02:27.350']",_-8CxcfLZq4
hED-T8FR8Vo.10,['Film & Animation'],"['00:01:51.720', '00:02:15.239']",hED-T8FR8Vo
LhjEGpYAAXA.7,['Sports'],"['00:01:36.990', '00:02:03.570']",LhjEGpYAAXA
Yn4HowsH_gk.4,['People & Blogs'],"['00:00:43.530', '00:01:10.980']",Yn4HowsH_gk
j-6LcY9SqoE.11,['Entertainment'],"['00:01:38.100', '00:01:48.780']",j-6LcY9SqoE
m4DHxHK5Aao.2,['Howto & Style'],"['00:00:28.710', '00:00:43.800']",m4DHxHK5Aao
819CdyuNRTs.29,['Sports'],"['00:05:28.979', '00:05:50.490']",819CdyuNRTs
8He4rS_XH_c.49,['Pets & Animals'],"['00:11:20.000', '00:11:41.760']",8He4rS_XH_c
fEULF4GJ9ic.21,['Sports'],"['00:03:25.130', '00:03:40.820']",fEULF4GJ9ic
6-1FsarlBbc.3,['Film & Animation'],"['00:00:25.599', '00:00:40.430']",6-1FsarlBbc
Lz5AoajR1Kk.2,['Science & Technology'],"['00:00:12.540', '00:00:33.600']",Lz5AoajR1Kk
dPUU8aittjs.10,['Sports'],"['00:01:44.280', '00:01:59.970']",dPUU8aittjs
NazpDJjdMwA.14,['News & Politics'],"['00:02:05.340', '00:02:24.409']",NazpDJjdMwA
jJcK7ccGR7c.30,['Education'],"['00:06:01.350', '00:06:15.720']",jJcK7ccGR7c
JfDjNXRzH-8.37,['Entertainment'],"['00:07:50.300', '00:08:05.300']",JfDjNXRzH-8
Go7LHRnuTVo.7,['Sports'],"['00:01:24.159', '00:01:34.479']",Go7LHRnuTVo
7WjJb0jzG_c.1,['Science & Technology'],"['00:00:08.130', '00:00:24.539']",7WjJb0jzG_c
YhahNd0trnE.42,['Film & Animation'],"['00:06:24.620', '00:06:39.260']",YhahNd0trnE
RMRWUr1Mq9I.26,['Travel & Events'],"['00:05:32.960', '00:05:51.309']",RMRWUr1Mq9I
89taazMC6FE.2,['Entertainment'],"['00:00:26.010', '00:00:44.160']",89taazMC6FE
MCrftrM59x0.27,['Entertainment'],"['00:04:00.200', '00:04:11.630']",MCrftrM59x0
nSqTr3U7Xo8.13,['Autos & Vehicles'],"['00:01:54.700', '00:02:08.390']",nSqTr3U7Xo8
2UcRWpy1hts.2,['Travel & Events'],"['00:00:20.910', '00:00:39.390']",2UcRWpy1hts
OE4AH4DZtEI.29,['Autos & Vehicles'],"['00:06:59.669', '00:07:15.780']",OE4AH4DZtEI
CA8nLbnvbLg.21,['Entertainment'],"['00:04:31.120', '00:04:47.360']",CA8nLbnvbLg
Wdx_Fj6a2Fs.10,['News & Politics'],"['00:02:03.259', '00:02:26.060']",Wdx_Fj6a2Fs
gi-Z_FZNji8.22,['People & Blogs'],"['00:05:19.349', '00:05:35.720']",gi-Z_FZNji8
fP4DqRoEuZQ.3,['Pets & Animals'],"['00:00:42.480', '00:01:13.060']",fP4DqRoEuZQ
8MBYxNsrtm8.136,['Autos & Vehicles'],"['00:17:37.290', '00:17:49.310']",8MBYxNsrtm8
dSGuTqaTb9g.4,['Science & Technology'],"['00:00:31.380', '00:00:47.129']",dSGuTqaTb9g
IkxZytohNd0.1,['Education'],"['00:00:21.119', '00:00:33.360']",IkxZytohNd0
BewUbTh_tbU.16,['Autos & Vehicles'],"['00:02:50.510', '00:03:01.010']",BewUbTh_tbU
Bvl5-t9gvR0.8,['Science & Technology'],"['00:01:23.430', '00:01:46.200']",Bvl5-t9gvR0
0uJ0ujLCJHI.2,['News & Politics'],"['00:00:27.660', '00:00:42.059']",0uJ0ujLCJHI
8mqfXwO1Qrw.42,['Film & Animation'],"['00:09:15.379', '00:09:26.759']",8mqfXwO1Qrw
IP4B7GlaIk8.2,['People & Blogs'],"['00:00:37.550', '00:00:49.610']",IP4B7GlaIk8
eqUplbwUFaE.11,['News & Politics'],"['00:01:23.116', '00:01:35.628']",eqUplbwUFaE
MkT_bK4Idlg.3,['Howto & Style'],"['00:00:34.469', '00:00:50.010']",MkT_bK4Idlg
PccE4WcfnAw.10,['Science & Technology'],"['00:01:36.479', '00:01:56.880']",PccE4WcfnAw
0mYCC-ePpmc.2,['Autos & Vehicles'],"['00:00:26.340', '00:00:38.280']",0mYCC-ePpmc
IcKCw2Llqfo.4,['Sports'],"['00:00:39.960', '00:01:00.390']",IcKCw2Llqfo
2v8jDTTRdHQ.1,['Sports'],"['00:00:19.990', '00:00:41.079']",2v8jDTTRdHQ
6L9m-GKzTfw.4,['News & Politics'],"['00:00:54.930', '00:01:06.540']",6L9m-GKzTfw
fEkqYmxfXJE.20,['Autos & Vehicles'],"['00:02:45.510', '00:03:09.420']",fEkqYmxfXJE
1-mJ5muImlw.29,['Entertainment'],"['00:05:51.039', '00:06:01.199']",1-mJ5muImlw
FUaQG0_w-hg.2,['Entertainment'],"['00:00:23.340', '00:00:37.859']",FUaQG0_w-hg
Ius-6jzTkgo.16,['Sports'],"['00:02:14.980', '00:02:32.050']",Ius-6jzTkgo
cmjHafud_kA.9,['Film & Animation'],"['00:02:06.729', '00:02:21.370']",cmjHafud_kA
2uyTgdzH7u4.10,['Science & Technology'],"['00:01:32.900', '00:01:47.020']",2uyTgdzH7u4
BjDXCs5HD4I.17,['Education'],"['00:02:57.090', '00:03:12.450']",BjDXCs5HD4I
6QQEyUbnBoM.17,['Sports'],"['00:03:42.780', '00:04:00.970']",6QQEyUbnBoM
aocaLEj4nhA.2,['Entertainment'],"['00:00:19.050', '00:00:36.149']",aocaLEj4nhA
1XEk8M5guIY.18,['Howto & Style'],"['00:03:26.280', '00:03:40.150']",1XEk8M5guIY
IFYTpErbcEo.4,['Education'],"['00:00:47.070', '00:01:07.740']",IFYTpErbcEo
EzshRTIv31w.5,['Autos & Vehicles'],"['00:03:37.280', '00:03:53.840']",EzshRTIv31w
O0tY2W9iDMQ.1,['Film & Animation'],"['00:00:07.259', '00:00:23.370']",O0tY2W9iDMQ
itpCHMJUOF4.4,['News & Politics'],"['00:00:45.660', '00:01:05.159']",itpCHMJUOF4
fE7dEbet9n0.35,['Pets & Animals'],"['00:06:42.980', '00:07:04.550']",fE7dEbet9n0
8N1-obUC7Ms.5,['Science & Technology'],"['00:01:01.040', '00:01:21.710']",8N1-obUC7Ms
EuPFPPmDWPU.5,['News & Politics'],"['00:01:06.060', '00:01:26.520']",EuPFPPmDWPU
eZCLysitvPY.16,['Sports'],"['00:03:13.790', '00:03:32.360']",eZCLysitvPY
HQc9ZhbsBR4.27,['Education'],"['00:03:42.970', '00:04:17.900']",HQc9ZhbsBR4
KME1WpI4F28.2,['Science & Technology'],"['00:00:13.380', '00:00:28.740']",KME1WpI4F28
H_Oi34MeKTw.9,['News & Politics'],"['00:01:11.909', '00:01:29.250']",H_Oi34MeKTw
FqOujNnuHBg.48,['Science & Technology'],"['00:08:27.919', '00:08:48.080']",FqOujNnuHBg
E98xPbVFSCo.4,['Entertainment'],"['00:00:52.719', '00:01:04.239']",E98xPbVFSCo
RD8jTrN_ClI.3,['Travel & Events'],"['00:00:33.300', '00:00:44.550']",RD8jTrN_ClI
4dpVuWkvQfc.13,['Gaming'],"['00:02:39.420', '00:02:50.280']",4dpVuWkvQfc
5AiTJFn1uEY.1,['Entertainment'],"['00:00:07.170', '00:00:37.410']",5AiTJFn1uEY
fbECZMXopIs.71,['Entertainment'],"['00:12:29.680', '00:13:02.010']",fbECZMXopIs
84FeJGWGerY.46,['Autos & Vehicles'],"['00:09:31.029', '00:09:56.410']",84FeJGWGerY
2hLZvF3KHbA.48,['Education'],"['00:08:04.520', '00:08:17.449']",2hLZvF3KHbA
2zvgCs1wb2k.2,['News & Politics'],"['00:00:12.160', '00:00:25.119']",2zvgCs1wb2k
NXPaB9Mhacs.2,['News & Politics'],"['00:00:13.980', '00:00:45.930']",NXPaB9Mhacs
DWdxiy7-Mx8.19,['Education'],"['00:04:11.330', '00:04:24.620']",DWdxiy7-Mx8
0c-Zw7r9Mtc.12,['Education'],"['00:02:06.030', '00:02:26.510']",0c-Zw7r9Mtc
_v09uknjagA.7,['News & Politics'],"['00:01:04.470', '00:01:15.530']",_v09uknjagA
hbRrA53brMw.5,['Howto & Style'],"['00:02:39.219', '00:02:51.340']",hbRrA53brMw
fHpCLVkDPIY.7,['Sports'],"['00:01:25.490', '00:01:43.490']",fHpCLVkDPIY
MKlV-ymi7b0.7,['Pets & Animals'],"['00:01:10.500', '00:01:32.970']",MKlV-ymi7b0
EuqNaMpED5o.4,['Sports'],"['00:00:32.210', '00:01:06.840']",EuqNaMpED5o
DmT4diZz5bk.9,['Science & Technology'],"['00:01:08.880', '00:01:24.000']",DmT4diZz5bk
H1IyQEH4-so.13,['Entertainment'],"['00:02:17.600', '00:02:32.750']",H1IyQEH4-so
EjdgjnhVe3o.6,['Comedy'],"['00:00:58.310', '00:01:10.520']",EjdgjnhVe3o
_pbyKm9jYVg.63,['Education'],"['00:11:35.020', '00:11:54.100']",_pbyKm9jYVg
oDmjCRUSM-M.10,['Gaming'],"['00:02:31.990', '00:02:47.860']",oDmjCRUSM-M
IgavYx9MOG8.12,['Film & Animation'],"['00:01:50.909', '00:02:01.799']",IgavYx9MOG8
g-Yi9WPzm3o.20,['Entertainment'],"['00:03:59.250', '00:04:17.160']",g-Yi9WPzm3o
BqxCmGYYj-A.1,['Howto & Style'],"['00:00:07.440', '00:00:17.680']",BqxCmGYYj-A
Ibtn6QMsT2A.8,['Film & Animation'],"['00:01:26.920', '00:01:40.360']",Ibtn6QMsT2A
dj3H9wjOUaM.3,['Science & Technology'],"['00:00:35.760', '00:00:48.090']",dj3H9wjOUaM
WmLZGN0mfHw.94,['Autos & Vehicles'],"['00:10:40.710', '00:11:00.960']",WmLZGN0mfHw
HtkPwKQbNz0.8,['Howto & Style'],"['00:02:34.490', '00:02:50.720']",HtkPwKQbNz0
48Y-511R6AI.60,['Film & Animation'],"['00:09:49.970', '00:10:02.089']",48Y-511R6AI
O7stCI4QG6Q.3,['Film & Animation'],"['00:00:40.760', '00:01:02.430']",O7stCI4QG6Q
dtsjc2dsBeQ.28,['Sports'],"['00:03:52.910', '00:04:06.890']",dtsjc2dsBeQ
